단어,개체명 인식,id,***
가든,I_TOR,lr_0Voplflo,
 ,O,lr_0Voplflo,
#풀빌라,O,lr_0Voplflo,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
"안녕하세요,",O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
유냥이,O,_uCaxnrJaSk,
입니다.,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
오늘,O,_uCaxnrJaSk,
은,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
가평,B_LOC,_uCaxnrJaSk,
으로,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
떠난,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
어느,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
5월,O,_uCaxnrJaSk,
의,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
여행,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
영상입니다.,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
예쁜,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
생명들로,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
가득한,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
아침고요수목원,B_TOR,_uCaxnrJaSk,
을,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
다녀왔는데요.,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
5월,O,_uCaxnrJaSk,
만큼,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
예쁜,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
계절은,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
또,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
없는,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
것,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
같아요.,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
그럼,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
오늘,O,_uCaxnrJaSk,
도,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
시청해주셔서,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
감사합니다.,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
*,O,_uCaxnrJaSk,
코로나19,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
방역수칙을,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
준수하며,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
여행하였습니다.,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
여행기록,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
Day,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
1,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
가평,B_LOC,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
아침고요수목원,B_TOR,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
까사32 리조트,O,_uCaxnrJaSk,
(숙소),O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
여행기록,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
Day 2,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
밤나무집,B_RES,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
춘천닭갈비,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
카페,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
자카란다,B_CAF,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,_uCaxnrJaSk,
#국내여행,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
#,O,_uCaxnrJaSk,
가평,B_LOC,_uCaxnrJaSk,
여행,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
#여행브이로그,O,_uCaxnrJaSk,
 ,O,_uCaxnrJaSk,
#,O,_uCaxnrJaSk,
4k,O,_uCaxnrJaSk,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
안녕하세요,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
2주만,O,A_B5gnJq9D8,
에,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
돌아온,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
빈니랑,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
입니다!,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
오늘,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
올리는,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
영상은,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
제가,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
남이섬,B_TOR,A_B5gnJq9D8,
-,O,A_B5gnJq9D8,
가평,B_LOC,A_B5gnJq9D8,
에,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
다녀온,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
브이로그,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
입니다,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
밖에서,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
촬영을,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
한건,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
처음이라,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
많이,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
부족해요,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
그래도,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
이렇게,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
봐주셔서,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
감사합니다,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
다음에,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
더,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
재밌고,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
좋은,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
영상으로,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
돌아올게요?,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
찾아와주신,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
모든,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
분들,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
행복하세요!,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
?BGM,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
Music,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
by,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
(,O,A_B5gnJq9D8,
HYP MUSIC,O,A_B5gnJq9D8,
),O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
https://,O,A_B5gnJq9D8,
youtu,O,A_B5gnJq9D8,
.be,O,A_B5gnJq9D8,
/,O,A_B5gnJq9D8,
490Qw7ji5Mg,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
YØNAH,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
-,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
Maybe,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
We,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
Don't,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
Know,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
What,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
Love,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
Is,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
SOUNDCLOUDhttpssoundcloudcomyonahmusic,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
SPOTIFYhttpsopenspotifycomartist1Ky2E,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
INSTAGRAMhttpswwwinstagramcomhiimyonah,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
FreeDownloadhttpssoundcloudcomyonahmusicmay,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
Music,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
playlist,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
:,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
h,O,A_B5gnJq9D8,
ttps://,O,A_B5gnJq9D8,
youtu,O,A_B5gnJq9D8,
.be/Yds2R5TbVF,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
Song,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
:,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
danmoo,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
-,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
traveler,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,A_B5gnJq9D8,
Video,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
link,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
:,O,A_B5gnJq9D8,
 ,O,A_B5gnJq9D8,
https://,O,A_B5gnJq9D8,
youtu.be/dMFPOHdvO-8,O,A_B5gnJq9D8,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
자라섬,B_TOR,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
중도를,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
지나면,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
나오는,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
남도,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
입니다!,O,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
슬슬,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
입소문이,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
나기시작해서,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
사람들도,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
많이,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
찾는곳인데요!,O,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
오늘,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
밥,O,8k5a6mM7xAo,
먹고,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
소화도,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
시킬겸,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
슬슬,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
다녀온다는게,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
생각보다커서,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
1시간30분정도,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
걸렸습니다!,O,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
가평,B_LOC,8k5a6mM7xAo,
여행오시는분들께선,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
한번쯤,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
꼭,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
가보시길,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
바랍니다!,O,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
네이버,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
블로그,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
후기,O,8k5a6mM7xAo,
 ,O,8k5a6mM7xAo,
h,O,8k5a6mM7xAo,
ttp,O,8k5a6mM7xAo,
s://,O,8k5a6mM7xAo,
blog.naver.com/oso583/221987626956,O,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
#,O,8k5a6mM7xAo,
자라섬남도,B_TOR,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
#,O,8k5a6mM7xAo,
자라섬,B_TOR,8k5a6mM7xAo,
여행,O,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
#,O,8k5a6mM7xAo,
가평,B_LOC,8k5a6mM7xAo,
여행,O,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,8k5a6mM7xAo,
#,O,8k5a6mM7xAo,
자라섬,B_TOR,8k5a6mM7xAo,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
#,O,hf6Vo-nqr7U,
남이섬,B_TOR,hf6Vo-nqr7U,
 ,O,hf6Vo-nqr7U,
#여행,O,hf6Vo-nqr7U,
 ,O,hf6Vo-nqr7U,
#브이로그,O,hf6Vo-nqr7U,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
INSTAGRAM,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
:,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
@,O,x-vmiRSyV7Y,
verbenajji,O,x-vmiRSyV7Y,
ㅡㅡㅡ,ㅡㅡㅡ,x-vmiRSyV7Y,
https://,O,x-vmiRSyV7Y,
in.naver.com/verbena,O,x-vmiRSyV7Y,
ㅡㅡㅡ,ㅡㅡㅡ,x-vmiRSyV7Y,
안녕!,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
버무리들.,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
여러분,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
안녕하세요.,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
버베나,O,x-vmiRSyV7Y,
입니다!,O,x-vmiRSyV7Y,
ㅡㅡㅡ,ㅡㅡㅡ,x-vmiRSyV7Y,
뷰티,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
유튜버,O,x-vmiRSyV7Y,
인,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
제가!,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
본가에,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
갔다가,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
남도,B_TOR,x-vmiRSyV7Y,
가,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
너무,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
예뻐서,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
영상으로,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
남겨봤어요!,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
??,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
브이로그,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
도전!,O,x-vmiRSyV7Y,
ㅡㅡㅡ,ㅡㅡㅡ,x-vmiRSyV7Y,
같이,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
힐링하러,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
가보실까용?,O,x-vmiRSyV7Y,
ㅡㅡㅡ,ㅡㅡㅡ,x-vmiRSyV7Y,
#,O,x-vmiRSyV7Y,
가평,B_LOC,x-vmiRSyV7Y,
여행,O,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
#,O,x-vmiRSyV7Y,
자라섬,B_TOR,x-vmiRSyV7Y,
 ,O,x-vmiRSyV7Y,
#,O,x-vmiRSyV7Y,
남도,B_TOR,x-vmiRSyV7Y,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
6월 마지막주,O,kEl1oucZ1Jk,
에는,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
차지,O,kEl1oucZ1Jk,
네,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
커플,O,kEl1oucZ1Jk,
과,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
함께,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
가평,B_LOC,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
남이섬,B_TOR,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
근처에,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
있는,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
빠지,O,kEl1oucZ1Jk,
로,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
수상레저,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
워터파크를,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
다녀왔어요,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
가평,B_LOC,kEl1oucZ1Jk,
에서,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
즐긴,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
더블데이트!,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
가평,B_LOC,kEl1oucZ1Jk,
에서,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
줄서서,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
먹는,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
막국수,O,kEl1oucZ1Jk,
와,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
가평,B_LOC,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
빠지,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
수상레저,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
레전드,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
그리고,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
가평,B_LOC,kEl1oucZ1Jk,
펜션에서,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
구워먹는,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
고기,O,kEl1oucZ1Jk,
와,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
함께,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
3차,O,kEl1oucZ1Jk,
로,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
주루마블,O,kEl1oucZ1Jk,
까지!!,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
비하인드,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
영상이,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
있으니,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
끝까지,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
감상,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
해,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
주세요ㅎㅎㅎ,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
얼미녁,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
커플,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
브이로그는,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
목요일,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
혹은,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
금요일,O,kEl1oucZ1Jk,
에,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
업로드,O,kEl1oucZ1Jk,
 ,O,kEl1oucZ1Jk,
예정입니다,O,kEl1oucZ1Jk,
ㅡㅡㅡ,ㅡㅡㅡ,kEl1oucZ1Jk,
저의,O,kEl1oucZ1Jk,
