단어,개체명 인식,id,
#,O,btjvJ4MCmtg,
대한민국테마여행10선,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
중,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
7권역,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
#,O,btjvJ4MCmtg,
시간여행101,O,btjvJ4MCmtg,
팸투어,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
다녀왔습니다!,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
사실,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
전주,B_LOC,btjvJ4MCmtg,
는,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
이미,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
몇,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
번이나,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
방문했던,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
"지역이지만,",O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
이번,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
여행을,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
통해,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
전주,B_LOC,btjvJ4MCmtg,
의,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
새로운,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
모습들을,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
많이,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
발견하게,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
되었어요,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
전주수목원,B_TOR,btjvJ4MCmtg,
을,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
제외한,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
모든,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
장소는,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
걸어서,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
이동이,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
가능하기,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
때문에~,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
뚜벅이들에게는,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
최고의,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
여행지입니다:),O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
-----------------------------------------,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
?,O,btjvJ4MCmtg,
대한민국,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
테마여행,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
10선,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
중,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
7권역,O,btjvJ4MCmtg,
?,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
7권역,O,btjvJ4MCmtg,
은,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
전라북도,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
고창,O,btjvJ4MCmtg,
/,O,btjvJ4MCmtg,
군산,O,btjvJ4MCmtg,
/,O,btjvJ4MCmtg,
부안,O,btjvJ4MCmtg,
/,O,btjvJ4MCmtg,
전주,B_LOC,btjvJ4MCmtg,
입니다,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
역사에,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
관심이,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
많고,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
과거로,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
시간,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
여행을,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
떠나고,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
싶은,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
분께,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
추천드리고,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
싶은,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
여행코스입니다:),O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
-----------------------------------------,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
위,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
콘텐츠는,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
촬영,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
기간,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
중,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
방역수칙을,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
잘,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
지키며,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
촬영을,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
진행하였습니다!,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
본,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
콘텐츠는,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
#,O,btjvJ4MCmtg,
전주시,O,btjvJ4MCmtg,
관광산업과,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
지원을,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
받아,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
제작되었습니다!,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
-----------------------------------------,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
촬영장비,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
GOPROHERO9,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
BLACK,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
iPhone 12 Pro Max,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
-----------------------------------------,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
음악,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
모든,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
노래,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
또는,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
사운드이펙트는,O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,btjvJ4MCmtg,
"""""",O,btjvJ4MCmtg,
Epidemic Sound,O,btjvJ4MCmtg,
"""에서",O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
사용했습니다,O,btjvJ4MCmtg,
 ,O,btjvJ4MCmtg,
:),O,btjvJ4MCmtg,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
날,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
좋은,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
날,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
전주,B_LOC,yc6ZOZPVkJk,
여행,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
브이로그에요!,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
전주,B_LOC,yc6ZOZPVkJk,
에서,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
2박3일,O,yc6ZOZPVkJk,
이,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
길지,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
않을까,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
생각했는데,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
생각보다...,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
굉장히,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
할게,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
많았어요....ㅋㅋㅋㅋㅋㅋ,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
경치좋은,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
아원고택,O,yc6ZOZPVkJk,
도,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
다녀오고,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
한옥마을,B_TOR,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
"맛집,",O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
카페는,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
물론,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
쥬얼리를,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
만드는,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
공방체험도,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
하고,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
조선,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
3대주,O,yc6ZOZPVkJk,
도,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
마셔보고...!,O,yc6ZOZPVkJk,
ㅡㅡㅡ,ㅡㅡㅡ,yc6ZOZPVkJk,
전주,B_LOC,yc6ZOZPVkJk,
여행,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
코스라면,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
요,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
영상!,O,yc6ZOZPVkJk,
ㅡㅡㅡ,ㅡㅡㅡ,yc6ZOZPVkJk,
재밌게,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
봐주세요,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
?,O,yc6ZOZPVkJk,
ㅡㅡㅡ,ㅡㅡㅡ,yc6ZOZPVkJk,
www.instagram.com/pjhaileyy,O,yc6ZOZPVkJk,
ㅡㅡㅡ,ㅡㅡㅡ,yc6ZOZPVkJk,
BGM:,O,yc6ZOZPVkJk,
ㅡㅡㅡ,ㅡㅡㅡ,yc6ZOZPVkJk,
-,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
Dj Quads,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
:,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
All,O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
the Color,O,yc6ZOZPVkJk,
"s,",O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
"Blushes,",O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
"Extraordinaire,",O,yc6ZOZPVkJk,
 ,O,yc6ZOZPVkJk,
Intersection,O,yc6ZOZPVkJk,
ㅡㅡㅡ,ㅡㅡㅡ,yc6ZOZPVkJk,
https://,O,yc6ZOZPVkJk,
soundcloud,O,yc6ZOZPVkJk,
.com/,O,yc6ZOZPVkJk,
aka-dj-quads,O,yc6ZOZPVkJk,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
안녕하세요,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
이번,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
영상은,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
전주,B_LOC,xqAYrpv9BNg,
여행,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
브이로그,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
입니다!,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
첫,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
전주,B_LOC,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
여행이었는데,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
정말,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
좋았어요,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
재미있게,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
보시고,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
좋아요,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
와,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
구독도,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
부탁드려요?,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
오늘,O,xqAYrpv9BNg,
도,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
보러,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
와주셔서,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
감사합니다♥,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
#,O,xqAYrpv9BNg,
전주,B_LOC,xqAYrpv9BNg,
여행,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
#,O,xqAYrpv9BNg,
전주,B_LOC,xqAYrpv9BNg,
브이로그,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
#,O,xqAYrpv9BNg,
한복,O,xqAYrpv9BNg,
데이트,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
?,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
BGM,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
-,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
https,O,xqAYrpv9BNg,
://,O,xqAYrpv9BNg,
www.youtube.com/user/giwonpiano,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
https://,O,xqAYrpv9BNg,
www,O,xqAYrpv9BNg,
.,O,xqAYrpv9BNg,
youtube.com,O,xqAYrpv9BNg,
/,O,xqAYrpv9BNg,
channel,O,xqAYrpv9BNg,
/,O,xqAYrpv9BNg,
UC-Ju7Rpx4V9XsrLh2DXh9tw,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
http,O,xqAYrpv9BNg,
s://,O,xqAYrpv9BNg,
www.,O,xqAYrpv9BNg,
youtube.com/,O,xqAYrpv9BNg,
user/wjdguslgood,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
http,O,xqAYrpv9BNg,
s://,O,xqAYrpv9BNg,
www,O,xqAYrpv9BNg,
.,O,xqAYrpv9BNg,
youtube.com,O,xqAYrpv9BNg,
/,O,xqAYrpv9BNg,
channel/UCdlRwlBDCiAhnp2nq9QWbcw,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
?,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
INSTAGRAM,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
-,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
hellolov,O,xqAYrpv9BNg,
ely_s,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,xqAYrpv9BNg,
?,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
EMAIL,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
-,O,xqAYrpv9BNg,
 ,O,xqAYrpv9BNg,
seyoungpark7027,O,xqAYrpv9BNg,
@gmail,O,xqAYrpv9BNg,
.com,O,xqAYrpv9BNg,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
#,O,cW2zJqyhQ7k,
전주학산숲속시집도서관,B_TOR,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,cW2zJqyhQ7k,
전북,B_LOC,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
전주시,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
완산구,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
평화동2가,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
산81,O,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,cW2zJqyhQ7k,
문의,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
:,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
063-714-3525,O,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,cW2zJqyhQ7k,
이용시간,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
:,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
오전 9시 ~ 오후 6시,O,cW2zJqyhQ7k,
(주중),O,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,cW2zJqyhQ7k,
**,O,cW2zJqyhQ7k,
5월 22일부터,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
주말,O,cW2zJqyhQ7k,
도,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
운영한다고,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
합니다,O,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,cW2zJqyhQ7k,
오늘,O,cW2zJqyhQ7k,
도,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
영상,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
봐주셔서,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
감사합니다?,O,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,cW2zJqyhQ7k,
공무원브이로그공시생브이로그Vlog직장인브이로그,O,cW2zJqyhQ7k,
공무원공시생공무원유튜브전주유튜버시청,O,cW2zJqyhQ7k,
공무원브이로그일상브이로그회사원브이로그,O,cW2zJqyhQ7k,
김용택,O,cW2zJqyhQ7k,
김용택시,O,cW2zJqyhQ7k,
인,O,cW2zJqyhQ7k,
시,O,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,cW2zJqyhQ7k,
※본,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
영상과,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
관련,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
없는,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
"욕설,",O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
비방의,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
댓글은,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
별도의,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
공지,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
없이,O,cW2zJqyhQ7k,
 ,O,cW2zJqyhQ7k,
삭제됩니다.,O,cW2zJqyhQ7k,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
앙영,O,OjsvjPdiuSc,
ㅡㅡㅡ,ㅡㅡㅡ,OjsvjPdiuSc,
누농,O,OjsvjPdiuSc,
이에요,O,OjsvjPdiuSc,
ㅡㅡㅡ,ㅡㅡㅡ,OjsvjPdiuSc,
2월 말,O,OjsvjPdiuSc,
에,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
혼자,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
전주,B_LOC,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
여행을,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
다녀왔었어요,O,OjsvjPdiuSc,
ㅡㅡㅡ,ㅡㅡㅡ,OjsvjPdiuSc,
왜,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
2월,O,OjsvjPdiuSc,
에,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
다녀온,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
여행,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
영상을,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
3월,O,OjsvjPdiuSc,
에,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
올리냐고여?,O,OjsvjPdiuSc,
ㅡㅡㅡ,ㅡㅡㅡ,OjsvjPdiuSc,
"^,^몰랴여",O,OjsvjPdiuSc,
ㅡㅡㅡ,ㅡㅡㅡ,OjsvjPdiuSc,
사실,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
2월,O,OjsvjPdiuSc,
은,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
저에게,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
힘든,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
한 달,O,OjsvjPdiuSc,
이였던,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
것,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
같아요.,O,OjsvjPdiuSc,
ㅡㅡㅡ,ㅡㅡㅡ,OjsvjPdiuSc,
의욕도,O,OjsvjPdiuSc,
 ,O,OjsvjPdiuSc,
"없고,",O,OjsvjPdiuSc,
