단어,개체명 인식,id,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
대게,O,3em5Bi6in0w,
:,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
중앙시장,B_TOR,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
',O,3em5Bi6in0w,
총각네대게,B_RES,3em5Bi6in0w,
',O,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
칼국수,O,3em5Bi6in0w,
:,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
속초,B_LOC,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
시골,B_RES,3em5Bi6in0w,
칼국수,I_RES,3em5Bi6in0w,
',O,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
감자전,O,3em5Bi6in0w,
:,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
중앙시장,B_TOR,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
인생역전,B_RES,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
물곰탕,O,3em5Bi6in0w,
:,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
속초,B_LOC,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
'사돈집',B_RES,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
꽈배기:,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
속초,B_LOC,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
',O,3em5Bi6in0w,
코끼리만두분식,B_RES,3em5Bi6in0w,
',O,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
♥,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
Instag,O,3em5Bi6in0w,
ra,O,3em5Bi6in0w,
m,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
:,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
uniii_90,O,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
♥,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
Email,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
:,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
syu114@naver.co,O,3em5Bi6in0w,
m,O,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
🎵Music,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
provided,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
by,O,3em5Bi6in0w,
 ,O,3em5Bi6in0w,
브금,O,3em5Bi6in0w,
대통령,O,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,3em5Bi6in0w,
Track,O,3em5Bi6in0w,
댕청댕청,O,3em5Bi6in0w,
httpsyoutube5qEIxTPaQ,O,3em5Bi6in0w,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
안녕하세요!,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
오랑,O,0WDF1Y6pBuk,
입니다,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
💚,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
속초,B_LOC,0WDF1Y6pBuk,
로,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
휴가를,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
다녀와서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
브이로그,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
영상을,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
찍어봤어요!,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
재미있게,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
봐주시고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
궁금한,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
점,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
있으면,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
댓글,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
남겨주세욤,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
✔,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
정보,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
(시간순),O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
🦀,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
0:25,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
팔도게찜,B_RES,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
홍게,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
무한리필이라고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
해서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
찾아갔어요!,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
배,O,0WDF1Y6pBuk,
가,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
불러서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
많이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
먹지는,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
못했지만,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
직원,O,0WDF1Y6pBuk,
분이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
"친절하시고,",O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
바로,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
앞,O,0WDF1Y6pBuk,
이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
영금정,B_TOR,0WDF1Y6pBuk,
이라,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
가는,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
길에,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
들리기,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
좋은,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
곳,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
같아요,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
:),O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
영금정,B_TOR,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
가실,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
분들은,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
근처에,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
먹을,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
곳,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
많으니,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
살펴보시고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
가세요!,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
🏠,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
1:27,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
솔즈베리,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
풀빌라,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
하루만,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
머물기,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
아쉬울,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
정도로,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
만족스러웠던,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
풀빌라에요!,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
온수풀,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
단독으로,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
사용가능해서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
새벽,O,0WDF1Y6pBuk,
수영도,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
가능하다는게,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
젤,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
좋았어요,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
201호,O,0WDF1Y6pBuk,
에서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
만난,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
러블리한,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
고양이,O,0WDF1Y6pBuk,
.....잊지모태.....,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
8ㅅ8,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
☕,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
5:20,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
글라스하우스,B_CAF,0WDF1Y6pBuk,*
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
여긴,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
인스타,O,0WDF1Y6pBuk,
에서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
많이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
봤었어서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
찾아간,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
곳이에요!,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
태싯 카페,B_CAF,0WDF1Y6pBuk,*
랑,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
마지막까지,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
고민하다가,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
글라스하우스,B_CAF,0WDF1Y6pBuk,*
로,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
"정했는데,",O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
주위에,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
정말,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
아무것도,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
없고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
카페만,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
덩그러니,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
있어서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
좀,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
아쉬웠지만,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
사진,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
예쁘게,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
나오고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
서핑하시는,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
분들이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
힙하고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
커피,O,0WDF1Y6pBuk,
가,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
맛있었읍니당,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
🍜,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
5:51,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
(,O,0WDF1Y6pBuk,
중앙시장,B_TOR,0WDF1Y6pBuk,
),O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
속초,B_LOC,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
홍게라면,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
홍게라면,O,0WDF1Y6pBuk,
이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
먹고싶어서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
별다른,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
정보,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
없이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
찾아간,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
곳인데,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
웨이팅,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
있는거,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
보고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
깜짝,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
놀랐어요!,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
서울,B_LOC,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
와서도,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
자꾸,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
생각나서,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
라면,O,0WDF1Y6pBuk,
앓이,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
할,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
정도로,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
맛있었던,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
곳입니다ㅠㅠ,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
가격도,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
착해요,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
만석닭강정,B_RES,0WDF1Y6pBuk,
을,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
포기하고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
라면,O,0WDF1Y6pBuk,
을,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
택한,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
것에,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
1도,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
후회가,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
없습니다..ㅎ,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
🏠,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
6:36,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
속초,B_LOC,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
더블루테라 호텔,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
에어비앤비,O,0WDF1Y6pBuk,
로,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
예약한,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
곳인데,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
깔끔하구,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
시설,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
좋아요!,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
같은,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
건물에,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
수영장도,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
있고,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
5분만,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
걸으면,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
바다가,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
있어요,O,0WDF1Y6pBuk,
ㅡㅡㅡ,ㅡㅡㅡ,0WDF1Y6pBuk,
속초,B_LOC,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
고속터미널,O,0WDF1Y6pBuk,
까지,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
걸어서,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
10분,O,0WDF1Y6pBuk,
이면,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
가니까,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
마지막날,O,0WDF1Y6pBuk,
 ,O,0WDF1Y6pBuk,
추천드려욤,O,0WDF1Y6pBuk,
