[ VLO G] 2박3일 속초 여행 브이로그ㅣ커플브이로 그_먹방을 모조리 휩쓸고 옴_ 썬라이즈호텔 _ 오션뷰 / 엄지네포장마차 / 속초중앙시장 / 설악케이블카 / 아바이순대타운 / GAROO / 대포항	O O O O B_LOC O O O O O O O O O O B_RES O B_TOR O B_TOR O B_TOR O B_CAF O B_TOR
[여행 브이로그]#VLOG# 천안 /travel/ 뚜쥬루과자점돌가마점 # 아름다운정원화수목 여행/국내여행/당일여행/카페	O O B_LOC O B_CAF O B_TOR O
군산 에 와서 이성당 을 안 들릴 순 없죠	B_LOC O O B_CAF O O O O O
이곳은 묵호 논골담길 이라도 합니다.	O B_LOC B_TOR O O
디벨로퍼매니저 는 2019년1월4일 ( 금요일 ) 국내여행지로 유명한 단양 카페산 을 가보자고해 카페산 에 갔습니다.	O O O O O O O O B_LOC B_CAF O O B_CAF O O
여행 Vlog) 비 내리는 주말 안동 여행 ep.1 ㅣ 안동 가볼만한 곳ㅣ 한옥스테이 치암고택 ㅣ 미스터션샤인 촬영지 만휴정 ㅣ 도산서원 ㅣ 선성현문화단지 ㅣ야경 맛집 월영교 ㅣ 안동 맛집	O O O O O B_LOC O O O B_LOC O O O O O O O B_TOR O B_TOR O B_TOR O O B_TOR O B_LOC O
[vlog] 청주 데이트 | 청주 브이로그 | 청주 카페 | 청주 맛집 | 일상 | 데이트브이로그 | 수암골 | 닭떡볶이 | 아메리카노 | 디저트	O B_LOC O O B_LOC O O B_LOC O O B_LOC O O O O O O B_TOR O O O O O O
- 인천 영종도 블루오션펜션	O B_LOC B_TOR O
5:14 전주 한옥마을 전망카페	O B_LOC B_TOR O
논골담길	B_TOR
- 충청도 순대 : 마늘순대곱창전골 , 소백산 막걸리	O O O O O O B_TOR O
안동 여행 / 옛 선인 들의 정취가 남아 있는 곳 / 병산서원 / Andong Travel	B_LOC O O O O O O O O O O B_TOR O O O
족과 함께 찾은 곳은 조선후기 3대 명필 로 꼽히는 이삼만 선생 이 쓴 남고진사적비 인데요. 전쟁을 치르며 허물어졌던 산성을 다시 쌓고 이곳에 군대를 설치했다는 기록이 남아있더라고요. 오래된 건물과 장소, 옛길에도 유유히 흘러온 우리의 역사가 배어 있었습니다. 남고진사적비 를 끼고 옆 으로 돌면 고즈넉한 천년 고찰, 남고사 를 만나게 되는데요. 전주 를 수호하는 절 가운데 한곳 으로 알려진 이곳에도 숨겨진 이야기가 있습니다. 우리끼리 퀴즈 한번 낼게요. 남고사 는 전주 의 북쪽 을 수호하는 절이었다? 하나 둘 셋 . 어느 쪽이었어요? 남쪽 . 전주 를 수호해주는 절이 동서남북 네군데 가 있어요. 남쪽 에는 남고사 , 동쪽 에는 동고사 , 서쪽 에는? 서고사 . 북쪽 에는 북고사 . 그런데 전주 는 북쪽 에 있는 절만 북고사 라고 하지 않고 진북사 라고 했어요. 전주 시내를 향하고 있는 남고사 는 작은 사찰이지만 이곳이 중요한 이유가 따로 있습니다. 그 이유는 남고사 에 계시던 스님 들이 승병 으로 우리나라를 지키고 그 중에 우리 전주 를 지켜줬다는 거죠. 모두가 한 마음으로 나라를 지켰던 애국심이 서린 남고사.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_TOR O O O B_LOC O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O B_LOC O O O O O O O O O B_TOR O O O B_TOR O O O B_TOR O O O B_TOR O O B_LOC O O O O O O O O O B_TOR O O B_LOC O O O B_TOR O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O
길 닿는 곳곳 재미난 이야기가 숨어있는 한옥마을 . 아담한 돌담길을 따라 찾아간 곳은 따뜻한 차 한잔 과 함께 5~60년대 추억의 소품들을 만날 수 있는 곳입니다. 허름한 출입문, 낡은 간판. 이곳에서는 낡고 오래된 일상 소품들이 귀한 대접을 받습니다. 이것은 그림 그릴 때 쓰는 화판이에요. 크레용을 끼우고 뒷면에 도화지를 끼우고요. 50년대 교과서인데 크기가 좀 작죠? 크기는 작지만 지금 교과서보다 더 예쁜 것 같아요. 정감도 있고. 낡고 오래된 물건에는 그 시대의 이야기도 담겨있습니다. 이 교과서를 만들 때 국제 연합에서 도움을 줬어요. 그 고마운 마음에 보답하기 위해 열심히 공부하겠다는 글귀가 적혀있네요. 세대는 다르지만 지나간 시간에 대한 그리움은 같은가 봅니다. 사장 님이 가장 소중하게 여긴다는 딱지들을 보고 있으니 저도 어린 시절 생각이 났습니다. 시간은 항상 지나가고 있어요. 저도 이렇게 여기 앉아있지만 나중에는 다른 사람이 앉아있겠죠.	O O O O O O B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
숯불닭갈비 _ 금병산 숯불철판닭갈비	O O B_RES I_RES
남도대교 는 경상남도 하동군 화개면 탑리 와	B_TOR O O B_LOC O O O
""" 이성당 에"""	O B_CAF O
먹방vlog) 빵 먹으러 간 경주 여행 / 황리단길 빵투어, 빵지순례, 빵먹방 / 랑꽁뜨레 , 영국제과 , 옐로우도넛 , 십원빵 , 교리김밥 , 경주빵 Bread Mukbang	O O O O B_LOC O O B_LOC O O O O B_CAF O O O B_CAF O B_CAF O B_RES O O O O
[ 경주 여행코스/죽기전에 반드시 가봐야 할 곳] 불국사 의 신비한 세계, 경주 여행, BulkuksaKyeongjuTour	O B_LOC O O O O O B_TOR O O O B_LOC O O
이상 충남 천안 태조산 기슭에 있는 각원사사찰 에 대해 알아 보았습니다. 그럼 영상을 보시죠.	O O B_LOC B_TOR O O O O O O O O O O
30:54:00 뚜쥬루과자점돌가마점 ( 거북이빵 , 마늘빵 , 흑임자크림빵 , 돌가마만주 , 초코츄러스 , 녹차슈인절미 등)	O B_CAF O O O O O O O O O O O O O
한밭수목원 #NAME? 너무 예쁘고 거닐면서 힐링할 수 있는 곳,사진도 많이 찍을 수 있는 좋은 스팟!	B_TOR O O O O O O O O O O O O O O
높이 15m 의 고목나무 는 보조국사 가 다시 송광사 를	O O O O O O O O B_TOR O
[vlog | 일상브이로그 ] 춘천 여행 브이로그 1탄 !!???? ( 춘천 여행/ 남이섬 / 춘천 브이로 그/ 김유정역 / 에어비앤비 추천/ 춘천 감성숙소/ 춘천 에어비앤비 / 코닥 미니샷레트로3 )	O O O O B_LOC O O O O O B_LOC O B_TOR O O O O B_TOR O O O B_LOC O B_LOC O O O O O
오늘 은 이케아고양점 쇼핑 영상입니다.	O O B_TOR O O
# 대한민국테마여행 10선 # 남쪽빛감 성여행#오감만족#버스투어# 부산 # 부산관광공사 # 핑크투어 감천문화마을 # 거제 # 통영 # 남해 ,# 부산 여행 거제 매미성 # 더베이101 # 마린시티 야경 정란각 통제영 남해 독일마을 남해 토피아랜드 정말 많이 갔다왔네여.. 힘들었지만 배운것도 많았고 아쉬웠던 날이 였습니다. 구독해주시면 하루 하루 새로운 영상을 구독하시면 프리미어프로 와 에프터에펙트 에 대한 꿀팁을 만나보실 수 있습니다.	O O O O O O B_LOC O O O O B_TOR O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC B_TOR O B_TOR O B_TOR O B_TOR B_TOR B_LOC I_TOR B_LOC I_TOR O O O O O O O O O O O O O O O O O O O O O O O O
마르셀라 언니 일상브이로그 / 럽스타일상 / 충북 단양만천하스카이워크 / 전참시 단양 촬영 / 데이트일상 / 짧음주의 / 여행일상	O O O O O O O B_TOR O O B_LOC O O O O O O O
늦은겨울 전남 순천 에 있는 송광사 를 다녀오기로 했습니다.	O O B_LOC O O B_TOR O O O
[VLOG] 가평 브이로그 / 크리스마스 파티 / 춘천 브이로그 / 남이섬 / 자라섬 / 펜션 브이로그 / 바 베큐파티	O B_LOC O O O O O B_LOC O O B_TOR O B_TOR O O O O O O
인천대공원 한바퀴 돌면서 구경도 하고, 간식도 사먹고, 동물원 구경도 열심히 했어요	B_TOR O O O O O O O O O O
해운대 로 넘어왔어요 부산 은 왔으니 바다는 보고가자 라는 억지텐션 마인드로 ㅋㅋㅋㅋㅋㅋ	B_TOR O O B_LOC O O O O O O O O
# 순천만국가정원 , # 전라도 여행, # KoreaTourTV , #우리나라여행, # 한국여행TV ,	O B_TOR O O O O O O O O O O O
# 40대 유튜브 # 스타필드 # 고양스타필드 # 딸 바보 아빠 # 딸 바보 # 주말 # 주말 나들이 # 갈비탕 # 갈비탕 맛집 #초보 유튜버 # 40대 유튜버	O O O O B_TOR O B_TOR O O O O O O O O O O O O O O O O O O O O O O
[vlog] 연휴 즐기기 / 울산 롯데호텔 / 추석 브이로그 / 울산 호캉스 / 태화강국가정원 / 대왕암공원 / 뚜벅이여행 / 국내여행	O O O O B_LOC O O O O O B_LOC O O B_TOR O B_TOR O O O O
스타필드 엎어지면 코닿을 거리에 사는 주민 이에요.	B_TOR O O O O O O
? 나홀로 아날로그 갬성 찾기 ㅣ 성심당 빵집 후기 ㅣ 대전 에서 혼자노는 브이로그	O O O O O O B_CAF O O O B_LOC O O O
2층 초장집 으로 올라갑니다	O B_RES O O
Jamie goes to 전라도 순천 , 순천만 습지 ( 2016 )	O O O O B_LOC O B_TOR I_TOR O O O
울산 핫플투어 브이로그 울산대공원 에서 인생샷 남기기 | 신상카페 정복 | 성남동 버디 | 수제 버거 존맛집 | 디제잉 파티 Vlog	B_LOC O O B_TOR O O O O O O O B_LOC O O O O O O O O O
[채널다슬/브이로그] 서울 근교 l 인천 맛집 l 영종도 맛집투어 갈 사람 여기여기 붙어라! 볼륨을 높혀주세요 ????	O O O O B_LOC O O B_TOR O O O O O O O O
- 화개장터 들렸을때 사가지고 왔어야했던	O B_TOR O O O
#구독 #좋아요 행복이 파도처럼 밀려오는 곳 그곳은 묵호항 !! 아름다운 어촌의 추억이 살며시 추억을 만들어 주는 논골담길 . 대진항 , 어달리 , 추암해변 , 촛대바위 망상해변 , 망상전통한옥 , 동해무릉건강숲 , 무릉계곡 , 무릉반석 삼화사 , 학소대 , 쌍폭포 , 용추폭포 , 천곡동굴 , 묵호항 여객선	O O O O O O O B_TOR O O O O O O O O B_TOR O B_TOR O O O B_TOR O B_TOR B_TOR O B_TOR O B_TOR O B_TOR O B_TOR B_TOR O B_TOR O B_TOR O B_TOR O B_TOR O B_TOR O
만석닭강정 을 포기하고 라면 을 택한 것에 1도 후회가 없습니다..ㅎ	B_RES O O O O O O O O O
[cafe tour] 천안 &#39 ; 눈들재 &#39 ; 한옥카페 / 구공 / 천안 / 브이로그 / 맛집투어 | 카페투어 #카페 #브이로그 # 눈들재	O O B_LOC O O B_CAF O O O O O O B_LOC O O O O O O O O O B_CAF
[JPN/SUB] 예지 , 소현 경주 촬영 브이로그?? 바람의언덕 ??, 월정교 ??, 촬영 끝난 후 황리단길 투어?? ( 구독자 선물??) | 경주 VLOG ??? EP.02	O O O O B_LOC O O B_TOR O B_TOR O O O O B_LOC O O O O O B_LOC O O O
선택해본 호박 가게	O B_CAF I_CAF
ep.16 바다미술제 2019 ( 2019.9.28-10.27 ) 부산 에서는 2년마다 바다를 무대로 미술제가 열리고 있습니다. 작품과 바다가 함께 했던 다대포해수욕장 에서, 눈길 닿는 모든 곳이 작품이었던 시간을 가득 담아 왔습니다. 이번 영상도 시청해주셔서 감사합니다. :-) * 영상이 마음에 드셨다면 좋아요 와 알림 설정을 부탁드릴게요. ? * # 바다 미술 제 # 다대포해수욕장 # 다대포 일몰 ?? # 바다미술제 _ http :// www.busanbiennale.org/kr/index.php?pCode=bada01 ?? 영상에 나온 장소 _# 다대포해수욕장 http:// kko.to/XXgz0Ks0B _카페( 투썸플레이스부산다대포점 ) http :// kko.to/wuSr0KbjH _ ♪ BGM / weavers - ciaran delany seven falls - hara noda when the ocean sleeps - daniel kaede caught up in a dream - loving caliber _ ??instagram https :// instagram.com/jiyunsea ??blo g h ttp s:// m.blog.naver.com/starrysea _ 영상 다운로드 및 2차 편집, 무단 업로드를 금지합니다. Copyright 2019 , JIYUN All Rights Reserved.	O O O O O O B_LOC O O O O O O O O O O O B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_TOR O B_TOR O O O O O O O O O O O O O B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
# 전주한옥마을 , # 전라도 여행, # 한국 여행, # 한국여행TV , #국내여행,	O B_TOR O O O O O O O O O O O
ENG ) 돼지국밥 5천원 맛집 가성비 끝판왕 경주 여행 불국사 Dwaeji-gukbap Korea Gyeongju Trip Cheap Delicious food Bulguksa	O O O O O O O B_LOC O B_TOR O O O O O O O O
5 . # 와이에이티 _ YAT # 속초 카페	O O O B_CAF O B_CAF O B_LOC O
[여행VLO G] 단양 1편 /비오는 단양에 서 놀기/꼭 가볼 맛집/먹방/ 리틀포레스트 / 구경시장 / 새한서점 /게스트하우스	O O B_LOC O O O O O O O B_CAF O B_TOR O B_TOR O
Vlog . 안녕, 울산 | 가족 과 울산 여행 | 대왕암 . 울산당사해양낚시공원	O O O B_LOC O O O B_LOC O O B_TOR O B_TOR
엄마 가 생일선물로 사주신 목걸이를 찾으러 부산 다녀왔어요! 재고가 없어서 주문하고 일주일 기다렸는데 택배가 안돼서 직접 다녀왔어요~ 부산 간 김에 광안리 에서 바다 보고 친구 도 만났습니다 ???? Hi Recently, I went to busan to get my necklace. The necklace is my birthday present from mom. I waited for a week because the necklace was out of stock. Also, They said delivery service is impossible. So, I went to busan directly and met my friend. Please enjoy the video! * Instagram | seonha__c ( https :// www .instagram.com/seonha__c/ ) *Business mail | bestha506 @ naver .com 이 영상에는 네이버 에서 제공한 나눔글꼴이 적용되어 있습니다. # 티파니앤코 # 부산 # 광안리 # busan #tiffany&co. #vlog #korea #리턴투티파 니 #koreanvlog	O O O O O O B_LOC O O O O O O O O O O B_LOC O O B_TOR O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O B_TOR O B_LOC O O O O O O
* 하동 청운식당	O B_LOC B_RES
안동 여행 필수코스! 한옥마을 둘러보자!~ 세라 와 함께하는 안동한옥마을 투어 ep.02	B_LOC O O O O O O O B_TOR O O
(ENG) 한국 에 사는 일본 도쿄 사람 일상 브이로그 | 부산 정말 아름답습니다 | 외국인 추석 보내기 | 해운대 바다 산책 하기 | 치킨 먹방 【 #】	O O O O O O O O O O B_LOC O O O O O O O B_TOR O O O O O O O O
구름다리로 인해 만휴정 이 더욱 풍성해집니다.	O O B_TOR O O O
경주 여행 도리마을 은행나무힐링트레킹 안녕하세요~ 오늘 은 경주 도리마을 은행나무숲 을 다녀왔습니다. ^^ 코로나19 로 인해 숲 안으로 들어가는 건 제한적이었지만.. 동네 한바퀴 하면서 좋아하는 실~컷 감상하고 왔습니다 ^^ 본 영상은 2020년11월02일 촬영되었습니다. ?? 4K 고화질 영상 시청방법?? 설정??품질(화질)??고화질선택 (기종에 따라 1080p ~ 4K 까지 설정가능) # 은행나무 # 경주도리마을 # 은행나무숲 # 경주 여행 # 가을 여행	B_LOC O B_TOR O O O O B_LOC B_TOR B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_TOR O B_TOR O B_LOC O O O O
신세동 그림애문화마을	B_TOR I_TOR
너나둘 이 인스타그램 NeoNaDuLi Instagram ??https :// www .instagram.com/neo_na_duli / 인스타 웹툰 ‘ 너나둘이 ’ 그리는 게 이커플 입니다? 일상 데이트 브이로그 입니다? 이쁘게 봐주세요 ? #게이 # 커플 #데이트 #너나둘 이 #VLOG # 부산 # 광안리 # 해운대	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O B_TOR O B_TOR
ENG [여행 브이로그] 경주포항 여행 | 바다펜션 | 스파| 힐링여행 | 월정교 | 호미곶 | 생일파티 | trip | 지영일상 | vlog#5	O O O O O O O O O O O B_TOR O B_TOR O O O O O O O O
vlog | 천안 브이로그, 두정역 , 에어비앤비 에서 보낸 하루 , CAF E 씨씨무드 , 짜파게티 , 우동	O O B_LOC O B_LOC O O O O O O O O B_CAF O O O O
전주 한옥마을 에서 초코파이 만들기를 했습니다.	B_LOC B_TOR O O O O
360VR 【 5.7K 】 #167 순천 여행 | 순천 &amp ; 보성 팸투어3 - 순천만국가정원 ( 봉화언덕 / 꿈의 다리 / 한국 정원 / 별빛축제) [ Insta360ONEX ]	O O O O O B_LOC O O B_LOC O O O O O B_TOR O O O O O O O O O O O O O
2 . 남이섬 스카이라인짚와이어	O O B_TOR B_TOR
와쓰티비 구독과 좋아요! 꼬옥~ 꾸욱~ �� 알림설정은 와쓰 부부 를 더 웃기게 만듭니다. �� EP .27 . 강릉 맛집 여행! 속초 대포항 존맛탱튀김 맛집! feat. 새우튀김 과 미니게튀김 꼭 드세요 강릉 으로 오랜만에 여행을 다녀왔어요 강릉중앙시장 부터 속초 까지 먹은 기억밖에 없어요 하하🤣 좌표공유합니다! 강원 속초시 대포항희망길 55, 1번지튀김 와쓰티비 시청해주셔서 감사합니다 ❤ 유쾌한 부부 와쓰티비 많은 응원 부탁드려요~ �� 와쓰티비 블로그 �� h ttp s:// blog.naver.com/yjin_company 와쓰티비 인스타그램 �� h ttp s:// www .instagram.com/yjin_steve_tv / 와쓰티비 틱톡 �� http s:// www .tiktok.com/@yjin_steve_tv 와쓰티비 페이스북 �� https:// www .facebook.com/yjinstevetv 와이진 인스타그램 �� h ttp s:// www .instagram.com/lifeO_jh / 스티브인스타그램 �� h ttp s:// www .instagram.com/stevelim_xviiii # 강릉 # 속초 #맛집 #여행 #브이로그 #VLOG # 유튜버 # 와쓰티비 # 와쓰 부부 # 와이진 # 스티브	O O O O O O O O O O O O O O O O O B_LOC O O B_LOC B_TOR O O O O O O O O B_LOC O O O O B_TOR O B_LOC O O O O O O B_LOC B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O B_LOC O O O O O O O O O O O O O O O
VLOG | 남매 끼리 떠난 첫 여행 | 1박2일 울산 여행 브이로그 | 뚜벅이 여행 | 국내여행 | 대왕암 , 일산해수욕장 , 슬도 , 큰애기야시장 , 태화루	O O O O O O O O O B_LOC O O O O O O O O B_TOR O B_TOR O B_TOR O B_TOR O B_TOR
[VLOG/브이로그] 1박2일 전주 여행 ( 전주한옥마을 ㆍ맛집ㆍ카페ㆍ숙소 등)	O O B_LOC O O B_TOR O O
*Please turn on the caption in the video settings* http:// _... 블로그 s:// 페이스북 http s:// *우리 채널에 사용된 음원* ' Sakura Romance' by 브금 대통령 '인생의 회전초밥 ' by 브금 대통령 # 경주 카라반여행 # 제이콥의움직이는성 #노지캠핑 # 보문관광단지 #caravan # Gyeongju # 경주월드 # 고아라해변 # 경주 바다 #움직이는성 #beach #hill #Gyeongjutrip	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O B_TOR O B_TOR O O O O B_TOR O B_TOR O B_LOC O O O O O
재첩 은 섬진강 에서 나오는 작은 조개 .	O O B_TOR O O O O O
[ 일상브이로그 ] #2 / 수원 행궁동 vlog : 행궁동 투어, 수원 화성 , 정지영커피로스터즈 , 새마을식당 , 카페 밀실	O O O O O B_LOC B_LOC O O B_LOC O B_TOR I_TOR O B_CAF O B_RES O O B_CAF
[vlog] 울산 여행 브이로그 | 게스트 로, 선암호수공원 , 카페파이니 , 해동중화요리 , 고고당티하우스 | 이베리코리조또 , 마르게리타 , 닭발 , 김치우동 , 과일모찌 , 짬뽕 , 탕수육	O B_LOC O O O O O B_TOR O B_CAF O B_RES O B_CAF O O O O O O O O O O O O O O
전주 한옥마을 에서 위치한 7080레트로 박물관 난장에 다녀왔습니다. 볼거리가 많아 모두 담아오지 못했어요. 남은 것은 여러분의 몫입니다 :)	B_LOC B_TOR O O O O O O O O O O O O O O O O
머물다가게는 지난해6월 에 문을 연 신생서점이지만, 대동하늘공원 과 벽화마을 이 대전 여행지로 부각되면서 서점에 방문하는 손님 도 늘어나고 있다.	B_TOR O O O O O B_TOR O O O B_LOC O O O O O O O O
나무 사이에자연속으로- 가평 레일바이크 - 자라섬 남도꽃정원	O O B_LOC B_TOR O B_TOR B_TOR
- 연어샌드위치 카페 : ‘ 구모카페 ’	O O O O O B_CAF O
V LOG | 2박3일 먹방 속초여행브이로그 , 먹 방브이로그 ( 중앙시장 , 우동당 , 선크림젤라또 ) 속초 카페( 보사노바 , 칠성조선소 , 바다정원 ) 속초 여행코스, 속초 핫플 , 강원도 여행, 국내여행	O O O O O O O O O O B_TOR O B_RES O B_CAF O B_LOC O B_CAF O B_CAF O B_CAF O B_LOC O B_LOC O O O O O
§※○영상장소정리※★ 1:20 [ 범어사 ] 1:48 [ 금정산성 ] 2:09 [ 카페J949 ] : 햇살맛집. 인스타 덕후 들 달려요! 2:34 [ 회동저수지 할매집 : 솔직히 경치때문에 5인분 혼자 뚝딱할 수 있을 것 같음. 2:44 [ 금강식물원 ] : 입장료 단돈 천원! 코로나 때문에 실내는 무섭잖아요 실외 데이트 ㄱㄱ 3:11 솔밭집 : 부산대 안에 있는 술집! 막걸리 만 있는거 아니니깐 일단 고! 여기 데려갔더니 본인 왜 부산대 아니냐고 재수학원 들어간다는 사람 많았습니다.^^~ 3:20 쥴리상점 : 저는 여기서 주기별로 집게핀 삽니다. 튼튼하고 쌉니다 추천추천 3:34 [인생네컷] : 부산 놀러왔는데 사진은 당연한거 아니겠어요? 3:40 [ 수림식당 본점] : 본점이 아주 조금 더 맛있답니다. 금강식물원 에서 걸어서 1분 거리에 있으니 함께 가보시길~~ 3:43 [ 부산대정문 명물토스트 ] : 저 고3 때 티비 에 부산대 3단토스트 가 나오는거에요. 보자마자 혹해서 먹은뒤 그 맛에 반해서 부산대 입학했다는 소문~ 양 제법 많으니까 사장 님께 반 쪼개달라고 해서 나눠먹기! ♨메뉴추천 정석파 : 딸바 + 햄토스트 응용파 : 복자 + 햄토스트 3:50 [ 부산대쑥밀면 ] : 밀면 드실꺼라면 초x밀면 ? 아니죠 여기 가셔야해요. 하하 * 모든 촬영은 코로나 안전수칙에 따라 안전하게 촬영했음을 알려드립니다. * 화질 1080 으로 하고 보시면 당신의 눈 이 행복해 할 것. * 여기 나오는 모든 음식점은 현지인 들에게 검증된 찐! 맛집이랍니다. * 이 영상은 유료광고를 포함하고 있지 않습니다. 다년간 부산대 근처를 돌아다닌 스몰데이터를 기반으로 제작한 자발적 영상입니다. # 부산 여행 # 부산 _여행_브이로그 # 부산대학교 #찐 부산 여행기 *사용 음악 1 ) SKANDR #NAME? TO YOU 2 ) http s:// youtu.be / I2m1h0ALpY4 3 ) https :// m.youtube.com / watch ?feature=y... 5번 음악 사용	O O O B_TOR O O O B_TOR O O O B_CAF O O O O O O O O O B_TOR B_RES O O O O O O O O O O O O B_TOR O O O O O O O O O O O O O B_RES O O O O O O O O O O O O O O O O O O O O O O B_TOR O O O O O O O O O O O O B_LOC O O O O O O B_RES O O O O O O O B_RES O O O O O O O O O O B_RES O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_RES O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O B_LOC O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O
일상 브이로그 | 수원 행궁동 나들이 | 방화수류정 피크닉	O O O B_LOC B_LOC O O B_TOR O
[브이로그] # 수원 나들이 # 화성 행궁 # 매운 오뎅 브이로그ㅣBANU♪	O O B_LOC O O B_TOR I_TOR O O O O
- 혜정닭갈비	O B_RES
그런 날이 있습니다. 어디론가 떠나고 싶은데 기차 나 버스 를 탈 만큼의 여유는 모자란 날. 그럴 때는 여행자 의 마음으로 산책을 시작합니다. 일상 가까운 곳 아무리 익숙한 풍경이라도 다른 각도로 바라보면 새롭게 보일 때가 있는데요. 전주한옥마을 을 180도 등지고 평소와는 다른 각도로 걷기 시작합니다. 여기는 한옥마을 오목대 에서 맞은편 으로 이어진 육교인데요. 와, 저기 좀 보세요. 집들이 층층이 쌓여져있고 뒤 로 산이 감싸고 있는데요. 포근하면서 아늑한 느낌이 드는 것 같아요. 전주 승암산 아래 오종종한 집들이 모여 있는 자만마을 . 60여년전 에 형성된 이른바 달동네인데요. 오랜 세월에 허물어져가던 낡은 담장은 ‘벽화 갤러리’라는 새 푯말을 내걸고 있습니다. 골목 안쪽으로 들어가니 뜻밖의 풍경이 펼쳐집니다. 와, 그림 그리고 계신다. 오가던 손님 들이 자발적으로 모여 마을에 화사한 생기를 입혀주고 있는데요. 이런 우연한 발걸음이 더 잦아지기를 주민 들은 바라고 있습니다.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_TOR O O O O O O O O O B_TOR B_TOR O O O O O O O O O O O O O O O O O O O O O O O B_LOC B_TOR O O O O O B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
“여기 묵호수변공원 이야, 오늘 아~”	O B_TOR O O O
