강릉 여행 여행브이로그 1박2일 코하잇 안녕하세요 남자뷰티 크리에이터 코가이 입니다 얼마 전 달리아 와 도영 이라는 친구 와 강릉 으로 1박2일 여행을 다녀왔어요 호텔에서 쉬고 맛집이나 먹방 찍으며 푹 쉰 여행이었는데요 친구 들은 2박3일 저는 1박2일 놀았는데 더 놀 걸 너무 아쉽더라구요 여러분도 강릉 안 가보셨다면 이번여름 에 꼭 한 번 가보세요 오늘 도 시간내서 제 영상 봐주셔서 너무너무 감사하구요 오늘 도 내일 도 저와 함께 건강한 하루 보내요 그럼 다음에 또 만나요 코나잇 갔던 곳 리스트 떡볶이 집 여고시절 카레떡볶이 호텔 세인트존스호텔 바다 경포해변 횟집 목포완도 횟집 수영장 세인트존스호텔 인피니티풀 야식 오빠 막창 튀김족발 강릉 가자 빙수 범스빈	B_LOC O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_RES I_RES O O O B_TOR O B_RES I_RES O O O O O O O B_LOC O O B_CAF
연애 시절 이후 10년만 에 찾은 남이섬 에서 구석구석 돌아다니며 즐거운 시간을 보냈습니다	O O O O O O B_TOR O O O O O O
부산 여행 브이로그ㅣㅣ 현지인 맛집 범일동 할매국밥 서면지하상가 연화리해녀촌 송정해수욕장 포자마차 공원 칼국수 먹방 브이로그	B_LOC O O O O O O B_TOR B_TOR B_TOR O O O O O
경주 여행 1 오래 기억에 남을 숙소 셀프 사진관 황리단길 소품샵 천마문구사 심상 삼덕마켓 배리삼릉공원	B_LOC O O O O O O O O B_LOC O B_TOR B_TOR B_TOR B_TOR
055 화성행궁 성곽길	O B_TOR O
생에 첫 아 줌마 브이로그여행먹방 울산 여행 줌마여행 울산동구문토스트 울산 동구주전카페 울산 동구주전 카페보름 울산대왕암	O O O O O B_LOC O O B_RES B_LOC O B_LOC O B_CAF B_TOR
전주 여행 전북 여행 전주 남부시장 청년몰	B_LOC O B_LOC O B_LOC B_TOR O
가평 여행 아침고요수목원 다녀왔습니당	B_LOC O B_TOR O
부산 초량 여행 이바구길 초량모노레일	B_LOC B_LOC O B_TOR B_TOR
하루 다녀온 경주 여행 화랑의언덕 굿즈카페 비건카페	O O B_LOC O B_TOR O O
전주 여행 전북 여행 한옥마을 에서 맛보는 전통의 맛	B_LOC O B_LOC O B_TOR O O O O
문재인 대통령 묵었던 전주 한옥마을 하룻밤 지낸 미국인 반응 아침밥 메뉴 실화인가 한류방탄여행	O O O B_LOC B_TOR O O O O O O O O
구독자 여러분 안녕하세용 저는 주말 에 전주 여행 갔다왔어요 사실 전주 는 처음 가봤어요 한옥마을 에서 한복 입어서 한국 문화체험도 했고 아주 즐거운 시간을 보냈어요 여러분들께도 이번 여행을 보여드리고 싶었어요 재밌게 시청하시길 바랍니다	O O O O O O B_LOC O O O B_LOC O O O B_TOR O O O O O O O O O O O O O O O O O O
석굴암 세 계문화유산 경주토함산 지난늦가을 경주 를 다녀왔어요 수학여행 이후 석굴암 은 처음이네 그 때의 그 분위기와 너무 다른 석굴암 을 만나고 왔습니다 비 오는 길 드라이브도 운치가 있어 너무 좋았습니다 함께 영상으로 마음 편해졌으면 좋겠습니다 촬영 11 편집 1	B_TOR O O B_TOR O B_LOC O O O O B_TOR O O O O O O O O B_TOR O O O O O O O O O O O O O O O O O O O O
채널구독 16 시니인스타그램 일본어 자막 번역해주신 시니언즈 님 너무 감사합니다 정말 감사합니다 여러분 안녕하세요 오늘 은 강릉 여행 1편 입니다 제 친구 혜선 성필 이랑 같이 여행을 갔다 왔는데요 정말 재미있었어요 흐흐 여행정보 설명 시작합니다 숙소는 강릉 경포 하울펜션 숙소에서 바 다까지 5분 거리라 바로 예약했어요 1박 9만3천원 그냥 딱 하룻밤 자기 좋은 숙소랄까요 바닥도 뜨끈뜨끈하고 잘 놀다 잘 자고 갔어요 홈페이지 링크 광고 아닌 거 아시죠 ㅎㅎ 강릉 중앙시장 에서 먹은 음식들 다 너무 맛있었어요 제일 맛있게 먹은 음식은 떡갈비 그리고 치즈 호떡 아이스크림 호떡 도 맛있었는데 호떡 꿀 이 치즈 에 스며들어서 치즈 가 달달하니 너무 맛있게 먹었어요 닭강정 은 좀 덜 딱딱했으면 좋았을 텐데 싶었어요 중앙시장 회센터에서 대게 와 회 를 먹었는데 기본 찬 이 안 나오는 대신 저렴한 가격에 양껏 먹을 수 있다는 게 회센터 특징인 거 같아요 ㅎㅎㅎ 배불리 잘 먹었어요 이번 여행은 1박2일 이어서 2편 도 있으니마지막 편 2편 기대 많이 해주시고 궁금한 점 댓글 적어주세요 제 영상 봐주셔서 감사합니다 시니 의 또 다른 재미있는 컨텐츠 각 나라별 제품 구매 후기 노오븐 베이킹부터 디저트 까지 18 시니 의 먹방 리뷰 5 너 이거 사봤니 시니 의 구매후기 본 영상은 무단 공개 또는 배포를 엄격히 금지합니다 본 영상은 유료광고가 포함 되어 있지 않습니다	O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O B_LOC B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
화개장터벚꽃축제 가 열린다	B_TOR O O
화개장 또는 화개시장 이라고 한다	B_TOR O B_TOR O O
매주 수천 명의 주민 이 모여 금정산성 을 둘러싼	O O O O O O B_TOR O O
금강공원 에는 범어사 도 자리하고 있는데요	B_TOR O B_TOR O O O
따뜻한 순천만 을 찾아 온 철새 들의 울음소리가	O B_TOR O O O O O O
가구로 유명한 이케아 이지만 당장 필요한 가구는 없어서	O O B_TOR O O O O O
전주 남부야시장 가서 맛있는 것 실컷 먹고왔어요	B_LOC B_TOR O O O O O
카페 카페 사장 님의하루 개인카페 카페브이로그 수원카페 밍쇼커피 1080	O O O O O O O B_CAF O
숲 속의 헌책방 영화 39 내부자들 39 촬영지 단양 새한서점 가족 여행 브이로그	O O O O O O O O B_LOC B_TOR O O O
그들의 여행은 성 심당 먹고 끝날 것인가	O O B_CAF I_CAF O O O
스타필드 에 놀러오셔서 새로운 로이로이서울 옷들도 만나보시고	B_TOR O O O O O O
천안 청주 맛집 카페 가는 일상브이로그 소로리 프럼브릿지 컴포트커피	B_LOC O O O O O O B_CAF O
27 울산 여행추천 자수정동굴 신화마을 십리대숲 은하수길 슬도등대 대왕암공원 바다 울산 여행브이로그 월남쌈 울산 갈곳추천 울산 갈곳 울산 가볼만한곳	O B_LOC O B_TOR B_TOR B_TOR B_TOR B_TOR B_TOR O B_LOC O O B_LOC O B_LOC O B_LOC O
다음날 단양 구경시장 에서 먹은 마늘순대국 도 맛있었어요	O B_LOC B_TOR O O O O O
지옥의 일상브이로그 보통의삶 이케아 고양 점 심야 영화 담보 롯데시네마 김포공항 점 공트럴파크 공릉동도깨비 무드쉐어	O O O B_TOR B_LOC O O O O O O O O O O
수원 화성행궁 2탄 공원브이로그	B_LOC B_TOR O O
2 메밀 밭 감자 옹심이 049	O B_RES I_RES O O O
수원 데이트코스 행궁동 화성 남문시장 털이 주말 브이로그	B_LOC O B_LOC B_TOR B_TOR O O O
부산 여행 다대포 서핑 3 부산 여행 23일차 12년 지기 친구 다섯명 과 1박2일 부산 여행 부산 맛집 뷰맛집 경비 총 정리 부산 사진맛집 해운대 에어비엔비 해운대해수욕장 광안대교 광안리해수욕장 이기대 해안산책로 기장아홉산숲 원컵어데이 민락수변공원 민락수변공원 회 엣지993 딤타오 101 993	B_LOC O B_TOR O O B_LOC O O O O O O O O B_LOC O B_LOC O O O O O B_LOC O B_TOR O B_TOR B_TOR B_TOR B_TOR I_TOR B_TOR B_RES B_TOR B_TOR O B_CAF B_RES B_TOR B_CAF
브이로그 커플 브이로그 여행 커플 여행 당일치기 단양 패 러글라이딩 패러명가 패 러글라이딩익스트림 도담삼봉 이끼터널 만천하스카이워크 알파인코스터 전망대 구경시장 마늘 치킨	O O O O O O O B_LOC O O O O O B_TOR O B_TOR O O O O O
이케아 처음 가본 중학생 의 이케아 방문기 고양 이케아 브이로그	B_TOR O O O O B_TOR O B_LOC B_TOR O
청주 에 피크닉하기 좋은 장소가 몇군데 있는데 상당산성 이 그 중 하나랍니다	B_LOC O O O O O O B_TOR O O O O
구강서 원 서원이 있습니다	B_TOR I_TOR O O
문화재와 친해지기 채널입니다 문화 야 놀자 누구나 쉽게 역사유적지에 대해 흥미를 가질수 수 있도록 전문적이지 않은 일반적인 내용을 재밌는 설화와 문화재 설명으로 간단하게 풀어놨습니다 여행을 갈때 친구 중에 누군가는 가이드 가 되어 준다면 더 유익한 여행이 되겠지요 가능한 한 쉽게 전달 되길 바랍니다 키워드 구성 1 골품제 2 예지력 3 인재등용 4 왕릉 문화샘 채널에서는 경주 펼쳐보기를 시작으로 한국 역사흐름을 기준으로 한 전국시대순 유적지여행 길잡이 역할을 하고자 합니다 유적지 여행을 하는 모든사람들에게 기존에 전해져오는 문화재속이야기를 유적지 현장에서 누구나 쉽게 이해하고 우리 역사문화재에 관심을 가지는데 도움이 될수 있도록 스토리 텔링으로 구성했습니다 테마는 시대흐름에 따른 유적지여행으로서 문화쌤의 수년간 유적지 탐방 경험을 기초로 하였습니다 테마 1 경주 펼쳐보기 신라시조 나정 오릉 월성 계림 신라 성장 법흥왕릉 백률사 박물관 역사관내 관련유구 확인 서출지 신라불교 진평왕릉 골굴사 원효대사 설총묘 월정교 신라 발전 선덕여왕릉 분황사 황룡사지 첨성대 신라 통일 무열왕릉 김유신장군묘 동궁 과 월지 감은사지 이견대 문무왕릉 신문왕릉 재매정 신라 쇠퇴 괘릉 흥덕왕릉 삼릉 신라 멸망 포석정 신라고분군 속 인물을 만나기 대릉원 노서동 노동동고분군 대표문화유산편 불국사 석굴암 양동마을 시대순코스는 시대순탐방테마 시작할때 올려드리겠습니다 문화쌤 채널에서 소개하는 문화재스토리는 현제 까지 밝혀지거나 추정하고있는 유적지로서 새롭게 등장하는 연구결과나 논문은 포함하지 않습니다 또한 대중 이 어려울수 있는 내용은 담지 않습니다 자료는 삼국사기 와 삼국유사 에 기록된내용과 문화재청 에 등록되어있는 유적지장소를 기본으로 참고 하고 있습니다 새로운내용이나 더 깊이 있는 내용을 알고싶으신 분들또는 이미 지식이 풍부하신분들은 지역 학예사 를 통하시거나 전문 서적과 더 전문적인 강의를 통해 탐구하시기 바랍니다 모든역사유적지는 추정으로 바라보는 것이 많고 정답을 내릴수 없거나 지금까지 논란이 되고 있는 부분이 많으므로 가벼운 시각으로 채널을 시청해주시면 감사하겠습니다 문화쌤 채널은 여러분들의 유적지여행이 알찬 여행이 될수있도록 돕겠습니다	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O B_TOR B_TOR B_TOR B_TOR O O B_TOR B_TOR O O O O O O B_TOR B_TOR O B_TOR B_TOR O O B_TOR B_TOR B_TOR B_TOR O O B_TOR B_TOR B_TOR I_TOR I_TOR B_TOR B_TOR B_TOR B_TOR B_TOR O O B_TOR B_TOR B_TOR O O B_TOR B_TOR O O O B_TOR B_TOR B_TOR O B_TOR B_TOR B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
가평 아침고요수목원	B_LOC B_TOR
순천만국가정원 전라도 여행 우리나 라여행 한국여행 대한민국 여행	B_TOR O O O O O O O
강원도 여행 브이로그 양양 속초 강릉 2일차 속초 시드누아 식물원 중앙닭강정 더마크속초	B_LOC O O B_LOC B_LOC B_LOC O B_CAF I_CAF B_TOR B_RES O
탁 트인 섬진강 뷰를 한번에 볼 수 있어요	O O B_TOR O O O O O
단양 카페산 국내여행 추천해 봅니다	B_LOC B_CAF O O O
여행로그 ㅣ 단양 여행 드라이브 새한서점 카페산	O O B_LOC O O B_TOR B_CAF
쌔미 언니 가 오늘 은 인천 차이나타운 을 다녀왔어요	O O O O O B_LOC B_TOR O O
화개장터	B_TOR
빅 크라운으로 불리는 문수월드컵경기장 근처	O O O B_TOR O
대전굿 즈는 대전 의 도시 상징물을 활용해 제작됐으며 주민 참여사업 아이디어 공모전의 우수 아이디어로 선정돼 대전 지역의 청년 작가 들이 기획해 만든 로컬 상품이다 굿즈는 한빛탑 엑스포 대동하늘공원 등 대전 을 대표하는 장소들을 담고 있으며 상품으로는 엽서 손거울 마스킹테이프 조명 등 종류가 다양하다	O O B_LOC O O O O O O O O O O O O B_LOC O O O O O O O O O O B_TOR B_TOR O B_LOC O O O O O O O O O O O O O
난리부르스 강원도 브이로그 춘천 29초 영화제 산토리니 닭갈비 막국수	O B_LOC O B_LOC O O B_CAF O O
행복한 단양 브이로그 자전거 타고 도담삼봉 석문 패러글라이딩 담양구경시장 먹거리 김군 게스트하우스 만천하스카이워크 알파인코스터	O B_LOC O O O B_TOR O O B_TOR O O O B_TOR O
대전 오씨칼국수 크렘드마롱 크루아상	B_LOC B_RES O O
경주역사여행 16 선덕여왕릉 은 왜 하필 이곳에 있을까요	O O B_TOR O O O O O
쳐먹는일기 5 대전 동생 네 가서 오지게 먹는 브이로그 1 성심당 당면튀김떡볶이 마라탕 파스타 마카롱	O O B_LOC O O O O O O O B_CAF O O O O
여행 브이로그 아이랑 함께가기 딱인 가평 여행필수코스 맛집 산골농원 양떼목장카페 아침고요수목원 동물원	O O O O O B_LOC O O B_RES O B_TOR O
하동야시장 하동 섬진강두꺼비야시장 하동 여행	B_TOR B_LOC B_TOR B_LOC O
집밥메뉴 집밥요리브이로그 집 밥만들기 안녕하세요 202호 집밥 입니다 이번 영상은 집밥으로 초당 옥수수밥 해 먹고 주말 에 강릉 에 다녀온 이야기도 넣어보았어요 만족스러웠던 강릉 여행이라 이 영상을 보시는 분들께도 조금이나마 도움이 되어 더 즐거운 여행이 되시길 바랍니다 사람 많은 곳은 최대한 피하고 마스크 도 최대한 벗지 않으려고 노력했습니다 우리 모두 항상 주의하고 조심해요 202호 집밥 메뉴 1일차 갈비구이덮밥 017 초당 옥수수밥 계란장조림 059 강릉 여행 추천하는 맛집 카페 2일차 엄지네포장마차 359 346커피스토리 430 강문해변 501 양양서핑비치 530 중앙시장 543 3일차 영광정막국수 604 베이킹카페비올레 643 설악산로 753 주문진해수욕장 834 구독과 좋아요 댓글은 저에게 큰 이됩니다 화질 1080 으로 선택해주시면 더좋은 화질로 보실 수 있습니다 영상 재미있게 봐주시고 다음 영상에서 또 만나요 아판뮤직 에라모 르겠다 박지윤 조명헌 노래 이진헌 작곡 50 나눔뮤직 13770569 브금 대통령 24 서울 하늘 7 아침 햇살 68 김성원	O O O O O O O O O O O O O O O O O B_LOC O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O B_RES O O O B_TOR O B_TOR O B_TOR O O B_RES O B_CAF O B_TOR O B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O
190825 브이로그 단양여행 만천하스카이워크가는길 빛터널 추억의노래	O O O B_TOR B_TOR O
섬진강 별미 메추리알	B_TOR O O
여행 친구 랑 주말 1박2일 속초 여행 브이로그 아바이마을 갯배 영금정 카페우디 마리나베이 속초중앙시장 썬크림젤라또 속초해수욕장 보사노바 청초수물회	O O O O O B_LOC O O B_TOR O B_TOR B_CAF O B_TOR B_CAF B_TOR B_CAF B_RES
카페목현 목현 라떼	B_CAF O O
두근두근 1박2일 강릉 여행 브이로그 대관령 양떼목장 과 정동진 썬크루즈	O O B_LOC O O B_TOR B_TOR O B_LOC O
카페 보사노바속초점	O B_CAF
성심당 들렸다가 집에 가면 됩니다	B_CAF O O O O
감자 밭 친구 선물 제외 11100	B_CAF I_CAF O O O O
윷 일상 브이로그 단양 이천 1박2일 떠나는 힐링 여행 카페산 경주 복 단양 구경시장 만천하스카이워크	O O O B_LOC O O O O O B_CAF O O B_LOC I_TOR B_TOR
1016 산토리니	O B_CAF
행복했 던브이로그 테스트 스타필드 고양 전시회개인전 소이연남 키르시 음악작업편집 고양이화장실 보컬레슨 문걸이빨랫대 오트밀죽 환승연애 화성학 등	O O O B_TOR B_LOC O B_RES O O O O O O O O O
직장인 브이로그 공항브이로그 브이로그 회사원 브이로그 출근브이로그 일상 인천공항 영종도 영종도 브이로그 놀러와인 일본어 공부 日常 空港 社員	O O O O O O O O O B_TOR B_TOR O O O O O O O
생일브이로그 청주 데이트 청주 카페 브리밍 청주 맛집 머물던자리 정북동토성 생일파티	O B_LOC O B_LOC O B_CAF B_LOC O B_RES B_TOR O
전주 여행 전북 여행 전주 소설가 최명희 문학관	B_LOC O O O B_LOC O B_TOR I_TOR
가장 아름다운 낙조를 볼 수 있는 곳 와온해변 영상에 담아봤습니다	O O O O O O O B_TOR O O
봉포머구리	B_RES
승보종찰인 순천 송광사 입니다	O B_LOC B_TOR O
남매 끼리 떠난 첫 여행 1박2일 울산 여행 브이로그 뚜벅이 여행 국내여행 대왕암 일산해수욕장 슬도 큰애기야시장 태화루	O O O O O O B_LOC O O O O O B_TOR B_TOR B_TOR B_TOR B_TOR
카레라이스만들기 시금치크림파스타 팽이버섯전 포도루꼴라샐러드 단양잔도길 쪽파수확 일상브이로그	O O O O B_TOR O O
예피소드 영종도 여행브이로그 인천 네스트호텔 선녀바위해수욕장 마시안해변 호캉스 어부신광 호 해물칼국수 인피니 티 풀 1박2일 국내여행	O B_TOR O B_LOC O B_TOR B_TOR O B_RES I_RES O O O O O O
오늘 은 남편 님이랑 인천대공원 나들이 부부 데이트 브이로그 영상을 담아봤어요	O O O O B_TOR O O O O O O
팔레티	B_CAF
아이와 함께 하는 여행 전주 여행 직접 쿠키 만들기 크라운해태제과 과자공장 견학	O O O O B_LOC O O O O B_TOR I_TOR O
가평 여행 아침고요수목원 일상	B_LOC O B_TOR O
카페 쉬러와	O B_CAF
만송정숲 으로 걸어오기까지 엄청 더웠는데	B_TOR O O O O
직장인 브이로그 데일리룩 일상 심부름 예쁨주의 핑크뮬리 쉬는날 결혼식 갔다가 경주 첨성대 들려서 핑크뮬리 를 보고 왔어요 아직 첨성대 핑크뮬리 못보신분들을 위해 예쁜 핑크뮬리 도 영상으로 담아왔어요 영상 재미있게 봐주시고 구독 좋아요 댓글 남겨주시면 100 찾아갈게요	O O O O O O O O O O B_LOC B_TOR O O O O O O B_TOR O O O O O O O O O O O O O O O O O
여행 브이로그 단양한옥마을 카 페산 도담삼봉 다원	O O O B_CAF I_CAF B_TOR B_RES
유잼도시 대전 여행 1박2일 브이로그 한밭수목원 시립미술관 오씨칼국수 독립서점 다다르다 성심당	O B_LOC O O O B_TOR O B_RES O B_TOR B_CAF
쏘울로드 의 인천 중구 여행 월미테마파크 정보	O O B_LOC O O B_TOR O
메이언니의잡화점 에서 구매한 우디 스티커	B_TOR O O O O
강릉 여행 02 삼양목장 에서 귀여운 동물들과 즐거운하루 보냈어요 짬뽕순두부 쇠고기면 소프 트콘	B_LOC O O B_TOR O O O O O O O O O
1박2일 대전 먹부림 여행 먹방 브이로그 성심당 매운닭볶음탕 얼큰이칼국수 떡반집 떡볶이 토스트 시장 길거리 음식 털기	O B_LOC O O O O B_CAF O B_RES O O O O O O O
11 20개월 아기 육아브이로그 인천 송도 여행하는 이솔 인천 가볼만한 곳 송도 센트럴파크 송도 솔찬공원	O O O O B_LOC O O O B_LOC O O O O O B_TOR
직장인 브이로그 직장인 화성행궁	O O O B_TOR
113 월광박속낙지탕	O B_RES
내덕동 국립협대미술관 청주	B_LOC B_TOR B_LOC
을왕리 조개구이 일산 가나안덕 고양 스타필드 먹방 직장인 브이로그 11	O O B_LOC B_RES B_LOC B_TOR O O O O
새 벽기차 타고 강릉 솔로 백패킹 다녀왔어요 1 솔로캠핑 여성백패커 연곡솔향기캠핑장 강원도 여행 기차여행	O O O B_LOC O O O O O O B_TOR B_LOC O O
영상에서 말씀드린 낙안읍성민속마을 민박정보는 하기에서 참고 부탁드립니다	O O B_TOR O O O O
전주 여행 전북 여행 전주 한옥마을 휴식 명소 남천교 청연루	B_LOC O B_LOC O B_LOC B_TOR O O B_TOR B_TOR
미루고 미루다 올린 대전 여행 브이로그 첫탑승 대전 소품샵 대전카라멜 도라네케이크박물관 폴리스백 성심당 포케153	O O O B_LOC O O O B_LOC O B_RES O B_CAF B_CAF B_RES
경주 여행 8 경상북도 가볼만한곳 국내여행 전국투어 9번째 이야기	B_LOC O O B_TOR O O O O O
순천만 왔습니다	B_TOR O
브이로그 울산 대왕암 포항 호미곶	O B_LOC B_TOR O O
1박2일 부산 여행 브이로그 엄마 와 딸 둘 셋 이서 떠난 여행 파크하얏트부산 그랜드엘시티 동백샤브샤브 해운대암소갈비집 해운대블루라인파크	O B_LOC O O O O O O O O O O O O B_RES B_RES B_TOR
대야미 여행가다 단양 브이로그 1편 스카이워크 수양개빛터널 닭강정 삼겹살	O O B_LOC O O B_TOR B_TOR O O
5 최참판댁	O B_TOR
부산 아쿠아리움 씨라이프 첫 브이로그 딸 바보 아빠 그리고 고모 일상나들이휴가	B_TOR I_TOR B_TOR O O O O O O O O
다대포해수욕장 은 우리나라에서 가장 긴 낙동강 하구에 있습니다	B_TOR O O O O B_LOC O O
여행 브이로그 경주포항 여행 바다펜션 스파 힐링여행 월정교 호미곶 생일파티 지영일상 5	O O O O O O O B_TOR B_TOR O O O
영종도 애견펜션 인천 우정 여행 직장인 주말브이로그 사람셋시바견둘 바다보이는애견펜션 친구네시바 견	B_TOR O B_LOC O O O O O O O O
경주 여행 교리 김밥 경주 여행 중 음식이 모두 맛있어서 만족이었어요 무슨 맛집에 김밥 이야 이럴 수도 있지만 ㅎㅎ 경주 교리김밥 은 정말 맛있더라고요 달걀 이 많아서 담백해요 코모도호텔 은 경주 보문관광단지 에 오래된 호텔이에요 많이 오래돼서 실내 인테리어가 많이 올드했지만 관리를 잘하고 있어서 가족 단위로 많이 숙박하더라고요 저는 문 등 때문에 조금 살벌하게 무서운 기억도 있지만 가성비 만족했습니다	B_LOC O B_RES I_RES B_LOC O O O O O O O O O O O O O O B_LOC B_RES O O O O O O O O O B_LOC B_TOR O O O O O O O O O O O O O O O O O O O O O O O O O O O
고도 535 의 헐티재 는 대구 와 청도 를 잇는 고개중 하나 인데요	O O O B_TOR O B_LOC O O O O O O O
저희는 내려와서 벚굴식당 으로 이동합니다	O O B_RES O O
울산 여행 브이로그 대왕암 일산해수욕장 방어진항 다녀왔지롱	B_LOC O O B_TOR B_TOR B_TOR O
강릉 ㅣ혼자 여행 거의 다큐 수준인 브이로그ㅣ 테라로사 장칼국수 팡파미유 이모네생선찜 포 스트카드오피스 안목해변 강릉 맛집	B_LOC O O O O O O B_CAF B_RES B_CAF B_RES B_TOR I_TOR B_TOR B_LOC O
경주 여름 이었다 경주브이로그 대릉원 오릉 보문호 황리단길 어서어서 향미사 료코	B_LOC O O O B_TOR B_TOR B_TOR B_LOC B_TOR B_TOR B_RES
동해 묵호항 의 경기가 좋았음을 증명해주는 그림이네요	B_LOC B_TOR O O O O O
여행지 국내여행지 데이트코스추천 연인데이트코스 데이트코스 가족 여행 꽃구경 단풍구경 황리단길 핫플레이스여행지 핫플레이스 경주 여행 경주 가볼만한곳 경주 데이트코스 경주 카페 경주 이쁜카페 경주황리단길 당일여행지 당일여행 주말 나들이 주말 가볼만한곳 핫플레이스 지금 사람들이 몰리고있는 여행지입니다 황리단길 꼭 가보세요 언제나 비지니스등 별반구름반 에게 바라는것이나 궁금하신점이 있으시면 로 문의 해주세요 이 제일빠릅니다 네이버 메일 아이디 790 황리단길 국내여행지 경주 맛집 경주 여행	O O O O O O O O O B_TOR O O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC O O O O O O O O O O O O O B_TOR O O O O O O O O O O O O O O O O O O B_TOR O B_LOC O B_LOC O
가볍에 펭귄마을 을 둘러본 후 펭귄당 이라는	O B_TOR O O O B_CAF O
흰다정 이라고 생각해요 빙수 덕후	B_CAF O O O O
울산 카페 수화림카페 카페투어 카페브 이로그 울산 맛집 울산 여행	B_LOC O B_CAF O O O B_LOC O B_LOC O
동해 여행 묵호등대 논골담길 데이트하기 좋고 아이와 함께 가도 좋고 혼자 가도 좋고 국내여행 추천 브이로그	B_LOC O B_TOR B_TOR O O O O O O O O O O O O
일상 브이로그 수원 행궁동 나들이 방화수류정 피크닉	O O B_LOC B_LOC O B_TOR O
수원화성	B_TOR
